dialog_id	utt_id	speaker	utt	open_goal	primary_goal	secondary_goal	durec_goal_1	durec_state_1	durec_goal_2	durec_state_2
264	17	speaker_2	not really, but landlords put up notices to attract students and they often have low rent.	explains reason for suggestion	Provide counsel	Personal resource goals	other recommendation	GOAL_IN_PROGRESS		
264	18	speaker_1	thank you.	gratitude	None	Affect management goals	other recommendation	GOAL_ACHIEVED		
264	19	speaker_1	I'll be sure to take a look.	confirms intention to follow suggestion	None	Personal resource goals	chat about other	GOAL_DETECTED		
264	20	speaker_2	good luck.	wishes good luck	None	Affect management goals	chat about other	GOAL_ACHIEVED		
265	0	speaker_1	Good afternoon, how may I help you?	wants to provide assistance	Gain assistance |	Conversation management goals	greeting, ask about other	GOAL_DETECTED		
265	1	speaker_2	Hi, I'd like to order some flowers.	wants to order flowers	Obtain permission |	Personal resource goals	flower recommendation	GOAL_DETECTED		
265	2	speaker_1	Who are they for?	wants to get more info	Change orientation |	Relational resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	3	speaker_2	They're for my wife.	provides more info	None |	Relational resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	4	speaker_2	Her name is Samantha.	provides more info	None |	Relational resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	5	speaker_1	What kind of flowers would you like?	wants to know the type of flowers	Obtain permission |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	6	speaker_2	I don't know.	does not know the type of flowers	Gain assistance |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	7	speaker_2	I don't know too much about flowers.	admits to not knowing much about flowers	None |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	8	speaker_2	Can you recommend something?	wants to get a recommendation	Gain assistance |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	9	speaker_1	OK.	agreement	Give permission |	None	flower recommendation	GOAL_IN_PROGRESS		
265	10	speaker_1	What's the reason you are sending her flowers?	wants to know the reason	Change orientation |	Relational resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	11	speaker_2	Today's her birthday and she told me she wants me to buy her flowers.	provides the reason	None |	Relational resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	12	speaker_1	Do you know what kind of flowers she likes?	wants to know more info	Change orientation |	Relational resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	13	speaker_2	I'm not sure.	does not know	None |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	14	speaker_2	I know I should know that, but I can't remember right now.	admits to not knowing and expresses regret	None |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	15	speaker_1	Well, they're for your wife, so I think you should give her roses.	gives a recommendation	Provide counsel |	Relational resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	16	speaker_2	Roses will be fine.	agrees with the recommendation	Give permission |	None	flower recommendation	GOAL_IN_PROGRESS		
265	17	speaker_1	What color?	wants to know the color	Obtain permission |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	18	speaker_2	I think red would be nice.	provides the color	Give permission |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	19	speaker_1	Do you want to pick them up or should we deliver them?	wants to know delivery method	Obtain permission |	Personal resource goals	flower recommendation	GOAL_IN_PROGRESS		
265	20	speaker_2	Can you deliver them, please?	wants them to be delivered	Obtain permission |	Personal resource goals	flower recommendation	GOAL_ACHIEVED		
265	21	speaker_1	What's the address?	wants the delivery address	Obtain material resources |	Personal resource goals	flower recommendation	GOAL_ACHIEVED		
266	0	speaker_1	What do you think I should do, doctor?	wants advice	Give advice |	Affect management goals	ask about other	GOAL_DETECTED		
266	1	speaker_2	Why don't you try Chinese herbal medicine?	gives a recommendation	Provide counsel |	Affect management goals	recommendation about other	GOAL_ACHIEVED		
266	2	speaker_1	Is it useful for me?	wants to know the effectiveness	Gain assistance |	Personal resource goals	Q&A about other	GOAL_DETECTED		
266	3	speaker_2	You have to try at least.	encourages trying	Obtain permission |	Affect management goals	Q&A about other	GOAL_IN_PROGRESS		
266	4	speaker_1	OK.	agreement	Obtain permission |	None	Q&A about other	GOAL_ACHIEVED		
266	5	speaker_1	Thanks a lot.	expresses gratitude	None |	Relational resource goals	saying goodbye	GOAL_DETECTED		
266	6	speaker_2	That's nothing.	dismisses gratitude	None |	Relational resource goals	saying goodbye	GOAL_ACHIEVED		
267	0	speaker_1	What do you need today?	inquiring about the customer's needs	None	Relational resource goals	ask about other	GOAL_DETECTED		
267	1	speaker_2	I need to take a few classes.	indicating the need for classes	Obtain material or nonmaterial resources	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
267	2	speaker_1	What kind of classes would you like to take?	inquiring about specific class needs	None	Relational resource goals	ask about other	GOAL_IN_PROGRESS		
267	3	speaker_2	How about a driver's course?	indicating a specific type of class	Gain assistance	Personal resource goals	driver's course recommendation	GOAL_DETECTED		
267	4	speaker_1	Okay, you're going to need to make an appointment.	informing the customer of the appointment requirement	Obtain permission	Personal resource goals	driver's course recommendation	GOAL_IN_PROGRESS		
267	5	speaker_2	I don't understand why I need to make an appointment.	inquiring about the appointment requirement	None	Personal resource goals	driver's course recommendation	GOAL_IN_PROGRESS		
267	6	speaker_1	You need to make one to come down and fill out your paperwork.	explaining the appointment requirement	Provide counsel	Personal resource goals	driver's course recommendation	GOAL_IN_PROGRESS		
267	7	speaker_2	I'd like to make one now if I could.	expressing the desire to make an appointment	Obtain permission	Personal resource goals	driver's course recommendation	GOAL_IN_PROGRESS		
267	8	speaker_1	Sure you can; when would you like to come in?	agreeing to the appointment request	Give permission	Personal resource goals	driver's course recommendation	GOAL_IN_PROGRESS		
267	9	speaker_2	I'd like to come in tomorrow morning at 9.	specifying the desired time for the appointment	Obtain permission	Personal resource goals	driver's course recommendation	GOAL_ACHIEVED		
267	10	speaker_1	That'll be fine.	confirming the appointment	Give permission	Personal resource goals	other	GOAL_NOT_ACHIEVED		
267	11	speaker_2	That's great.	expressing gratitude	None	Affect management goals	other	GOAL_NOT_ACHIEVED		
267	12	speaker_2	Thank you very much.	expressing gratitude	None	Affect management goals	saying goodbye	GOAL_ACHIEVED		
268	0	speaker_1	Hello, thank you for calling Bradford and Sons.	greeting and identification	None	Conversation management goals	greeting			
268	1	speaker_1	This is Tracy speaking, How may I help you?	introduction and offering assistance	None	Conversation management goals	greeting, ask about other			
268	2	speaker_2	Hello.	greeting	None	None	greeting			
268	3	speaker_2	I would like to speak to your director of human resources, Ms.Jenkins, Please.	wants to speak with HR director	Obtain permission	Personal resource goals	ask about other	GOAL_DETECTED		
268	4	speaker_1	Just a moment.	acknowledgement	None	Conversation management goals	ask about other	GOAL_IN_PROGRESS		
268	5	speaker_1	I'll check to see if she is at her desk.	checking availability	Obtain permission	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
268	6	speaker_2	This is Bill Burton from Milford Insurance, I'm calling in regards to our meeting next Tuesday.	introduces himself and the purpose of call	None	Affect management goals	ask about other	GOAL_IN_PROGRESS		
268	7	speaker_1	Thank you, Mr.Burton.	thanks for introduction	None	Affect management goals	ask about other	GOAL_IN_PROGRESS		
268	8	speaker_1	Can you please hold for a moment?	request to hold			ask about other	GOAL_IN_PROGRESS		
268	9	speaker_2	No problem.	agreement to hold.			ask about other	GOAL_IN_PROGRESS		
268	10						ask about other	GOAL_NOT_ACHIEVED		
269	0	speaker_1	How's Jimmy today?	wants to inquire about Jimmy's health	None |	Personal resource goals	Q&A about other	GOAL_DETECTED		
269	1	speaker_2	Better, thank you, doctor.	reports improvement	None |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	2	speaker_1	Can I see him please, Mrs Williams?	wants to examine Jimmy	Obtain permission |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	3	speaker_2	Certainly, doctor.	agreement	Give permission |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	4	speaker_2	Come upstairs.	invites the doctor to see Jimmy	Share activity |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	5	speaker_1	You look very well, Jimmy.	observes Jimmy's health	None |	Affect management goals	Q&A about other	GOAL_IN_PROGRESS		
269	6	speaker_1	You are better now, but you mustn't get up yet.	gives advice	Enforce rights and obligations |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	7	speaker_1	You must stay in bed for another two days.	gives instructions	Enforce rights and obligations |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	8	speaker_2	Does he have a temperature, doctor?	wants to know Jimmy's temperature	Gain assistance |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	9	speaker_1	No, he doesn’t		Provide counsel |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	10				Gain assistance |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	11				Provide counsel |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	12				Enforce rights and obligations |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	13				Provide counsel |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	14				Gain assistance |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	15				None |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	16				Obtain permission |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
269	17				Gain assistance |	Personal resource goals	Q&A about other	GOAL_ACHIEVED		
270	0	speaker_1	Well, tell me something of yourself.	wants to get to know speaker_2	None	Relational resource goals	Q&A about other	GOAL_DETECTED		
270	1	speaker_2	What would you like to know, Mr. Green?	wants to know what information speaker_1 wants	None	Relational resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	2	speaker_1	What working experience have you get?	wants to know speaker_2's work experience	Obtain material or nonmaterial resources	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	3	speaker_2	In 2004, I got a job in the sales department of a trading company near Guangzhou.	provides work experience	None	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	4	speaker_2	I started as a sales representative.	provides work experience	None	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	5	speaker_2	A year later, I was promoted to the position of sales manager.	provides work experience	None	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	6	speaker_2	I've had that job ever since, which is just over a year now.	provides work experience	None	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	7	speaker_1	Oh, good.	agreement	None	Affect management goals	Q&A about other	GOAL_IN_PROGRESS		
270	8	speaker_1	Irene, can you tell me why you plan to quit being a sales manager to work here as my assistant?	wants to know speaker_2's reason for quitting	Obtain material or nonmaterial resources	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	9	speaker_1	Don't you like your present job?	wants to know if speaker_2 likes their current job	None	Relational resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	10	speaker_2	Frankly, some part of it I enjoy very much, but I prefer something more professional.	explains their reasons for quitting	None	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	11	speaker_2	It happens that I have a friend working here in this company.	provides additional information	None	Relational resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	12	speaker_2	She told me the export department was to recruit an assistant.	provides additional information	None	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
270	13	speaker_2	I felt very excited at this news.	explains their feelings	None	Affect management goals	Q&A about other	GOAL_IN_PROGRESS		
270	14	speaker_2	That's why I'm here.	explains their reason for being there	Obtain material or nonmaterial resources	Personal resource goals	Q&A about other	GOAL_ACHIEVED		
271	0	speaker_1	This looks wonderful, Madame Culot.	compliments the restaurant	None	Unknown	greeting	GOAL_DETECTED		
271	1	speaker_2	Yes, it's very nice.	agreement	None	Unknown	chitchat about other	GOAL_IN_PROGRESS		
271	2	speaker_2	All our foreign visitors enjoy it.	explains the popularity of the restaurant	None	Unknown	chitchat about other	GOAL_IN_PROGRESS		
271	3	speaker_2	The food is wonderfully well-prepared.	compliments the food	None	Unknown	chitchat about other	GOAL_IN_PROGRESS		
271	4	speaker_2	Let me know if you need any help with the menu.	offers help with the menu	Obtain permission	Relational resource goals	chitchat about other	GOAL_IN_PROGRESS		
271	5	speaker_1	Thank you.	gratitude	None	Unknown	chitchat about other	GOAL_IN_PROGRESS		
271	6	speaker_1	Mmm.	expression of interest	None	Affect management goals	chitchat about other	GOAL_IN_PROGRESS		
271	7	speaker_1	Can you tell me about the terrine?	wants information about terrine	Gain assistance	Unknown	Q&A about food	GOAL_DETECTED		
271	8	speaker_2	Yes.	agreement	None	Unknown	Q&A about food	GOAL_IN_PROGRESS		
271	9	speaker_2	A terrine is a kind of meat pate.	explains the definition of terrine	Provide counsel	Unknown	Q&A about food	GOAL_IN_PROGRESS		
271	10	speaker_2	It's meat turned into a paste.	elaborates on the definition of terrine	Provide counsel	Unknown	Q&A about food	GOAL_IN_PROGRESS		
271	11	speaker_2	It sounds horrible but it's actually really good.	attempts to convince the speaker_1 to try it	Provide counsel	Unknown	Q&A about food	GOAL_IN_PROGRESS		
271	12	speaker_1	Mmm.	expression of interest	None	Affect management goals	Q&A about food	GOAL_IN_PROGRESS		
271	13	speaker_1	Maybe another time.	declines for now	None	Unknown	Q&A about food	GOAL_ACHIEVED		
271	14	speaker_2	You could try the ravioli.	gives another recommendation	Provide counsel	Relational resource goals	food recommendation	GOAL_DETECTED		
271	15	speaker_2	They are rather like your Chinese dumplings, and the sauce is delicious.	explains the recommendation	Provide counsel	Relational resource goals	food recommendation	GOAL_IN_PROGRESS		
271	16	speaker_1	Sounds good.	agrees	None	Affect management goals	food recommendation	GOAL_IN_PROGRESS		
271	17	speaker_1	I think I'll have the lamb for my main course.	decides on the main course	None	Personal resource goals	food recommendation	GOAL_ACHIEVED		
271	18	speaker_1	What does it come with?	wants to know the side dishes	Gain assistance	Personal resource goals	Q&A about food	GOAL_DETECTED		
271	19	speaker_2	Well, you can have fries-French fries-or simple boiled potatoes.	explains the options for side dishes	Provide counsel	Personal resource goals	Q&A about food	GOAL_IN_PROGRESS		
271	20	speaker_1	I'll have the potatoes.	decides on the side dish	None	Personal resource goals	Q&A about food	GOAL_ACHIEVED		
271	21	speaker_1	What are you having?	asks about speaker_2's choice	None	Relational resource goals	Q&A about other	GOAL_DETECTED		
271	22	speaker_2	I'm having my usual.	answer	None	Unknown	Q&A about other	GOAL_IN_PROGRESS		
271	23	speaker_2	I like the fish here.	explains the choice	None	Relational resource goals	Q&A about other	GOAL_IN_PROGRESS		
271	24	speaker_2	Would you like some wine?	offers wine	Obtain permission	Personal resource goals	Q&A about other, wine recommendation	GOAL_DETECTED		
271	25	speaker_1	Oh, yes.	agrees	None	Affect management goals				
271	26	speaker_1	That would be lovely.	expresses gratitude	None	Affect management goals				
272	0	speaker_1	Hi, could we have two orange juice smoothies?	wants to order two orange juice smoothies	Obtain material or nonmaterial resources |	Personal resource goals	greeting, ask about other	GOAL_DETECTED		
272	1	speaker_2	Would you like those with yogurt?	offers to add yogurt	Obtain permission |	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
272	2	speaker_1	Sure, why not?	agrees to add yogurt	Give permission |	Affect management goals	ask about other	GOAL_IN_PROGRESS		
272	3	speaker_2	What else would you like to add?	asks if they want to add anything else	Gain assistance |	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
272	4	speaker_2	We highly recommend caterpillar fungus.	makes a recommendation	Provide counsel |	Affect management goals	other recommendation	GOAL_DETECTED		
272	5	speaker_1	Caterpillar fungus?!	surprised	None |	Affect management goals	other recommendation	GOAL_IN_PROGRESS		
272	6	speaker_1	What the heck is that?	wants to know what caterpillar fungus is	Gain information |	Personal resource goals	other recommendation	GOAL_IN_PROGRESS		
272	7	speaker_2	It’s a special kind of Chinese herb.	explains what caterpillar fungus is	Provide information |	Personal resource goals	other recommendation	GOAL_IN_PROGRESS		
272	8	speaker_2	It’s good for you!	emphasizes the health benefits	Provide counsel |	Affect management goals	other recommendation	GOAL_ACHIEVED		
273	0	speaker_1	Wow, Amy, look at that number.	expresses excitement	None	Affect management goals	other	GOAL_DETECTED		
273	1	speaker_2	What's so great about it?	wants to know the reason for excitement	Obtain information	Personal resource goals	other	GOAL_IN_PROGRESS		
273	2	speaker_1	What do you mean?	confused	None	Affect management goals	other	GOAL_IN_PROGRESS		
273	3	speaker_1	It's a scrim.	explains what the number is	None	Affect management goals	other	GOAL_IN_PROGRESS		
273	4	speaker_2	Not to me, I wouldn't be caught dead in that.	expresses dislike	None	Affect management goals	other	GOAL_IN_PROGRESS		
273	5	speaker_1	I love that kind of stuff.	expresses liking	None	Affect management goals	other	GOAL_IN_PROGRESS		
273	6	speaker_2	Yeah, you seem to like those styles.	agrees	None	Relational resource goals	other	GOAL_IN_PROGRESS		
273	7	speaker_1	Sure do.	confirms	None	Affect management goals	other	GOAL_IN_PROGRESS		
273	8	speaker_1	I get a kick out of looking punk.	explains why they like it	None	Affect management goals	other	GOAL_IN_PROGRESS		
273	9	speaker_2	This one looks really expensive though.	expresses concern about the cost	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	10	speaker_1	I don't care how much it costs.	dismissive of the cost	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	11	speaker_1	I'm rolling in it.	boasts about wealth	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	12	speaker_2	Lucky you!	expresses envy	None	Affect management goals	other	GOAL_IN_PROGRESS		
273	13	speaker_2	I can't buy anything else.	expresses financial difficulty	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	14	speaker_2	I'm flat broke.	confirms financial difficulty	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	15	speaker_1	I got a replace my party outfit, I trashed it last week.	explains reason for shopping	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	16	speaker_2	Why did you drag me into this?	expresses annoyance	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	17	speaker_2	I've spent a week salary.	expresses frustration about spending	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	18	speaker_1	Are you on the level?	questions sincerity	Obtain information	None	other	GOAL_IN_PROGRESS		
273	19	speaker_1	You're the one who called me, remember?	reminds of who called who	None	Relational resource goals	other	GOAL_IN_PROGRESS		
273	20	speaker_2	Just joking, Tonia.	clarifies previous statement	None	Affect management goals	other	GOAL_IN_PROGRESS		
273	21	speaker_2	I've got some wonderful clothes.	boasts about own clothes	None	Personal resource goals	other	GOAL_IN_PROGRESS		
273	22	speaker_2	Let's go and have a close look at your outfit.	suggests going to look at clothes	Share activity	Personal resource goals	other	GOAL_ACHIEVED		
274	0	speaker_1	I have just received your note which informs me that you have offered the accountant position to another candidate.	wants to know why they were not offered the job	Change relationship |	Identity goals	Q&A about other	GOAL_DETECTED		
274	1	speaker_1	May I ask why I was defeated?	wants to know why they were not offered the job	Obtain permission |	Affect management goals	Q&A about other	GOAL_IN_PROGRESS		
274	2	speaker_2	We have thought of you carefully with discretion, but the other candidate has more experiences.	explains why they were not offered the job	None |	Conversation management goals	Q&A about other	GOAL_IN_PROGRESS		
274	3	speaker_1	Experience is important, but don't you think capability is more valuable than that?	argues that capability is more important than experience	Change orientation |	Identity goals	Q&A about other	GOAL_IN_PROGRESS		
274	4	speaker_2	Yes, I think so.	agrees that capability is more important	None |	Affect management goals	Q&A about other	GOAL_IN_PROGRESS		
274	5	speaker_2	But how do you prove to me that you are more capable?	wants proof of capability	Obtain permission |	Conversation management goals	Q&A about other	GOAL_IN_PROGRESS		
274	6	speaker_1	Maybe you can hire me on trial.	suggests a trial period to prove capability	Obtain permission |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
274	7	speaker_1	If I'm not qualified for the job, you can let me go.	explains that if not capable, they will be let go	Obtain permission |	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
274	8	speaker_2	Good idea.	agrees with the suggestion.	None |	Affect management goals	Q&A about other	GOAL_ACHIEVED		
275	0	speaker_1	Excuse me, sir.	seeking help	Obtain permission	None	Q&A about other	GOAL_DETECTED		
275	1	speaker_2	Yes, the nearest one is at the third cross of this road.	providing information	Provide counsel	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
275	2	speaker_1	I'm a stranger here.	providing background information	None	None	Q&A about other	GOAL_IN_PROGRESS		
275	3	speaker_2	Just walk down the road for a few minutes, and you'll find it on your right.	giving directions	Provide counsel	Personal resource goals	Q&A about other	GOAL_ACHIEVED		
275	4	speaker_1	Thank you very much.	expressing gratitude	Share activity	Affect management goals	other	GOAL_DETECTED		
276	0	speaker_1	Unfortunately, according to our regulations I have to confiscate these counterfeit notes.	must follow regulations and confiscate counterfeit notes	Enforce rights and obligations |	Personal resource goals	other	GOAL_DETECTED		
276	1	speaker_2	So, this 500 RIB is worthless?	wants to confirm the worth of the notes	Obtain material or nonmaterial resources |	Personal resource goals	other	GOAL_IN_PROGRESS		
276	2	speaker_1	I'm sorry but it is our regulation, so I must follow it.	apologizes for having to follow regulations	Enforce rights and obligations |	Personal resource goals	other	GOAL_IN_PROGRESS		
276	3	speaker_1	We will issue you with a receipt to show that the notes you presented us with are counterfeit and have been confiscated.	informs of the issuance of a receipt	Obtain permission |	Personal resource goals	other	GOAL_IN_PROGRESS		
276	4	speaker_1	Then, if you wish to pay in some more cash, you are free to do so.	offers an alternative to pay	Obtain permission |	Personal resource goals	other	GOAL_IN_PROGRESS		
276	5	speaker_2	Right, I see.	understanding	None |	None	other	GOAL_IN_PROGRESS		
276	6	speaker_2	Let me give you another 500 RIB.	offers to pay in more cash	Give material or nonmaterial resources |	Personal resource goals	other	GOAL_IN_PROGRESS		
276	7	speaker_1	Here's your Passbook back and the receipt to say we confiscated the 500 RIB worth of counterfeit notes.	returns Passbook and gives receipt	Give material or nonmaterial resources |	Personal resource goals	other	GOAL_IN_PROGRESS		
276	8	speaker_2	Thanks.	gratitude	None |	Relational resource goals	other	GOAL_IN_PROGRESS		
276	9	speaker_2	Now can I make the full deposit?	wants to make the full deposit	Obtain permission |	Personal resource goals	other	GOAL_IN_PROGRESS		
276	10	speaker_1	Yes.	agreement	Give permission |	Personal resource goals	other	GOAL_IN_PROGRESS		
276	11	speaker_1	Please fill in a new deposit slip and we can continue.	instructs to fill in new deposit slip	Obtain permission |	Personal resource goals	other	GOAL_ACHIEVED		
277	0	speaker_1	Ok, honey, time to take down the Christmas tree.	wants to take down the Christmas tree	Enforce rights and obligations	Affect management goals	other	GOAL_DETECTED		
277	1	speaker_2	Do we have to?	reluctance	Obtain permission	Affect management goals	other	GOAL_IN_PROGRESS		
277	2	speaker_1	Come on, it’s losing needles all the time and the branches are sagging.	gives reasons	Change orientation	Personal resource goals	other	GOAL_IN_PROGRESS		
277	3	speaker_2	It’s not that bad, besides it really looks nice in that corner.	disagrees	Change orientation	Relational resource goals	other	GOAL_IN_PROGRESS		
277	4	speaker_2	It gives the room a good atmosphere.	explains the reason for keeping it	Change orientation	Relational resource goals	other	GOAL_IN_PROGRESS		
277	5	speaker_1	A good atmosphere?		Change orientation	Affect management goals	other	GOAL_IN_PROGRESS		
277	6	speaker_1	The tree is falling apart, and it’s messing up the room.	argues	Change orientation	Personal resource goals	other	GOAL_IN_PROGRESS		
277	7	speaker_2	But it makes the place feel so much like Christmas.	explains attachment to the tree	Change orientation	Affect management goals	other	GOAL_IN_PROGRESS		
277	8	speaker_2	I’d really hate to have to take it down.	reluctance	Obtain permission	Affect management goals	other	GOAL_IN_PROGRESS		
277	9	speaker_1	But Christmas was two weeks ago!		Change orientation	Personal resource goals	other	GOAL_IN_PROGRESS		
277	10	speaker_1	It’s been there only because we’ve been too busy to get rid of it.	explains the delay	Change orientation	Personal resource goals	other	GOAL_IN_PROGRESS		
277	11	speaker_2	I know, but it seems like such a shame to have to take it away.	reluctance	Obtain permission	Affect management goals	other	GOAL_IN_PROGRESS		
277	12	speaker_1	But it’s falling apart, and the cat keeps playing with the lower branches.	gives reasons	Change orientation	Personal resource goals	other	GOAL_IN_PROGRESS		
277	13	speaker_2	I know, I know.		None	Affect management goals	other	GOAL_IN_PROGRESS		
277	14	speaker_2	But it reminds me of the great Christmas we just had.	explains attachment to the tree	Change orientation	Affect management goals	other	GOAL_IN_PROGRESS		
277	15	speaker_2	All of us were here - - my parents, your parents, the kids, and the cousins - - the food was good, and everybody got what they wanted.	explains positive memories associated with the tree	Share activity	Affect management goals	other	GOAL_IN_PROGRESS		
277	16	speaker_1	Yeah, it was a good Christmas.		None	Affect management goals	other	GOAL_IN_PROGRESS		
277	17	speaker_1	It won’t always be this good, but we can’t make it last longer than it should.	recognizes the positive memories but wants to take it down	Change orientation	Affect management goals	other	GOAL_IN_PROGRESS		
277	18	speaker_2	Ok, fine.		None	Affect management goals	other	GOAL_IN_PROGRESS		
277	19	speaker_2	We need to take down the tree.	agreement	Enforce rights and obligations	Affect management goals	other	GOAL_ACHIEVED		
277	20	speaker_1	I’ll make a deal with you.		Give advice	Relational resource goals	other	GOAL_IN_PROGRESS		
277	21	speaker_1	We’ll leave it up until Sunday, and then we’ll take it down after church.	compromise	Give advice	Personal resource goals	other	GOAL_ACHIEVED		
278	0	speaker_1	Welcome, how may I help you today?	wants to assist the customer	None	Affect management goals	greeting, ask about other	GOAL_DETECTED		
278	1	speaker_2	I'm ask for a pizza, please.	wants to order a pizza	Obtain material or nonmaterial resources	Personal resource goals	food recommendation	GOAL_DETECTED		
278	2	speaker_1	Then you will be happy to here that today all our pizzas are on sale.	informs about a sale	Share activity	Affect management goals	food recommendation	GOAL_IN_PROGRESS		
278	3	speaker_1	Two for one.	explains the sale	Share activity	Affect management goals	food recommendation	GOAL_IN_PROGRESS		
278	4	speaker_2	You're right, that is great.	agreement	None	Affect management goals	food recommendation	GOAL_IN_PROGRESS		
278	5	speaker_1	What size would you like?	wants to know the size preference	Gain assistance	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	6	speaker_2	Medium one will be perfect, thank you	gives the size preference	Obtain permission	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	7	speaker_1	Which kind do you want?	wants to know the type preference	Gain assistance	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	8	speaker_2	I like seafood on my pizza.	gives the type preference	Gain assistance	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	9	speaker_1	We have two seafood pizzas. Tuna and crab.	offers options	Share activity	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	10	speaker_2	Tuna sounds good today.	gives the choice	Share activity	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	11	speaker_1	Would that be for here or take away?	wants to know the serving preference	Obtain permission	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	12	speaker_2	That would be to go.	gives the serving preference	Obtain permission	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	13	speaker_1	That'll be in a ten minutes.	gives an estimated time	Obtain permission	Personal resource goals	food recommendation	GOAL_IN_PROGRESS		
278	14	speaker_1	Please sit over there, and I'll call you over as soon as it's ready.	instructs the customer	Enforce rights and obligations	Personal resource goals	food recommendation	GOAL_ACHIEVED		
278	15	speaker_2	No problem.	agreement	Enforce rights and obligations	Personal resource goals	say goodbye	GOAL_DETECTED		
278	16				None	Affect management goals	say goodbye	GOAL_ACHIEVED		
279	0	speaker_1	Ticket, please.	requests for a ticket	Obtain permission	Conversation management goals	ask about other	GOAL_DETECTED		
279	1	speaker_2	Yes.	agreement	None	Conversation management goals	ask about other	GOAL_IN_PROGRESS		
279	2	speaker_2	I want a window seat definitely, in the smoking section.	requests a specific seat preference	Change orientation	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
279	3	speaker_1	Sure.	agreement	Give permission	Conversation management goals	ask about other	GOAL_IN_PROGRESS		
279	4	speaker_1	Please put your baggage on scale.	requests to weigh baggage	Enforce rights and obligations	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
