	id_and_goal	utt_id	open_goal_cut	open_goal	speaker	utt
1142	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	3	denies_1	denies taking up painting	speaker_1	No.
1143	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	4	explains_1	explains the reason for not painting	speaker_1	I can't paint.
1144	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	5	clarifies_1	clarifies who the art supplies are for	speaker_1	I'm asking for my niece.
1145	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	6	explains_2	explains the interest of the niece	speaker_1	She is really into it.
1146	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	7	agrees_1	agreement	speaker_2	Oh, good.
1147	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	8	wants_2	wants to know the age of the niece	speaker_2	How old is your niece?
1148	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	9	answers_1	answers the age of the niece	speaker_1	She is eight.
1149	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	10	explains_3	explains the purpose of buying art supplies	speaker_1	Actually, I'm buying a good set of art supplies for her as a birthday gift.
1150	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	11	agrees_2	agreement	speaker_2	It's a wise thing to do.
1151	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	12	explains_4	explains the benefits of art for children	speaker_2	Art will do a child a world of good.
1152	85: [1] wants_1 [2] denies_1 [3] explains_1 [4] clarifies_1 [5] explains_2 [6] agrees_1 [7] wants_2 [8] answers_1 [9] explains_3 [10] agrees_2 [11] explains_4 [12] _1	13	_1			
1153	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	0	greeting_1	greeting	speaker_1	Hello?
1154	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	1	greeting_1	greeting	speaker_2	Hi, Mr. Smith.
1155	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	2	introduction_1	introduction	speaker_2	This is Mary.
1156	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	3	wants_1	wants to speak to Jenny	speaker_2	Is Jenny there?
1157	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	4	informs_1	informs that Jenny is not available	speaker_1	No, I’m afraid not, Mary.
1158	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	5	offers_1	offers to take a message	speaker_1	May I take a message for her?
1159	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	6	leaves_1	leaves a message	speaker_2	Yes, please tell her that band practice has been moved to Tuesday night at eight thirty.
1160	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	7	agrees_1	agrees to leave the message	speaker_1	O. K. No problem.
1161	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	8	asks_1	asks if there's anything else	speaker_1	Anything else?
1162	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	9	leaves_2	leaves contact information	speaker_2	No, but if she has any questions, she can call me at 555-2345.
1163	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	10	confirms_1	confirms the message will be left	speaker_1	All right, I’ll leave her the message, Mary.
1164	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	11	thanks_1	thanks for the call	speaker_1	Thanks for calling.
1165	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	12	thanks_1	thanks for the help	speaker_2	Thank you.
1166	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	13	farewell_1	farewell	speaker_2	Bye.
1167	86: [1] greeting_1 [2] introduction_1 [3] wants_1 [4] informs_1 [5] offers_1 [6] leaves_1 [7] agrees_1 [8] asks_1 [9] leaves_2 [10] confirms_1 [11] thanks_1 [12] farewell_1	14	farewell_1	farewell	speaker_1	Goodbye.
1168	87: [1] wants_1 [2] confirms_1 [3] wants_2 [4] apologizes_1 [5] expresses_1 [6] requests_1	0	wants_1	wants to confirm language proficiency	speaker_1	Do you speak English?
1169	87: [1] wants_1 [2] confirms_1 [3] wants_2 [4] apologizes_1 [5] expresses_1 [6] requests_1	1	confirms_1	confirms language proficiency	speaker_2	Yes, a little.
1170	87: [1] wants_1 [2] confirms_1 [3] wants_2 [4] apologizes_1 [5] expresses_1 [6] requests_1	2	wants_2	wants directions	speaker_1	Can you tell me how to get to the Jade Buddha Temple?
1171	87: [1] wants_1 [2] confirms_1 [3] wants_2 [4] apologizes_1 [5] expresses_1 [6] requests_1	3	apologizes_1	apologizes	speaker_2	I'm sorry.
1172	87: [1] wants_1 [2] confirms_1 [3] wants_2 [4] apologizes_1 [5] expresses_1 [6] requests_1	4	expresses_1	expresses difficulty understanding	speaker_2	I can't quite follow you.
1173	87: [1] wants_1 [2] confirms_1 [3] wants_2 [4] apologizes_1 [5] expresses_1 [6] requests_1	5	requests_1	requests for slower speech	speaker_2	Would you mind speaking slowly?
1174	88: [1] wants_1 [2] has_1 [3] clarifies_1 [4] confirms_1	0	wants_1	wants to know how speaker_2 gets road news	speaker_1	How do you get road news?
1175	88: [1] wants_1 [2] has_1 [3] clarifies_1 [4] confirms_1	1	has_1	has a device to get road news	speaker_2	I've a driver mate in my car!
1176	88: [1] wants_1 [2] has_1 [3] clarifies_1 [4] confirms_1	2	clarifies_1	clarifies the information	speaker_1	So you have all the news on broadcast?
1177	88: [1] wants_1 [2] has_1 [3] clarifies_1 [4] confirms_1	3	confirms_1	confirms the information and finds it useful	speaker_2	Yes, it's so helpful.
1178	89: [1] offering_1 [2] time_1 [3] wants_1 [4] agrees_1 [5] offering_2 [6] decline_1	0	offering_1	offering help	speaker_1	Can I help you?
1179	89: [1] offering_1 [2] time_1 [3] wants_1 [4] agrees_1 [5] offering_2 [6] decline_1	1	time_1	time constraint	speaker_2	Yes, I'm in a bit of a rush.
1180	89: [1] offering_1 [2] time_1 [3] wants_1 [4] agrees_1 [5] offering_2 [6] decline_1	2	wants_1	wants to buy apple pie	speaker_2	Could I have a piece of apple pie please?
1181	89: [1] offering_1 [2] time_1 [3] wants_1 [4] agrees_1 [5] offering_2 [6] decline_1	3	agrees_1	agreement	speaker_1	Certainly.
1182	89: [1] offering_1 [2] time_1 [3] wants_1 [4] agrees_1 [5] offering_2 [6] decline_1	4	offering_2	offering additional item	speaker_1	Would you like it with ice cream?
1183	89: [1] offering_1 [2] time_1 [3] wants_1 [4] agrees_1 [5] offering_2 [6] decline_1	5	decline_1	decline of additional item	speaker_2	No, thanks.
1184	90: [1] wants_1 [2] agrees_1 [3] gives_1 [4] informs_1	0	wants_1	wants to make an appointment	speaker_1	I'd like to make an appointment with Dr.Cooper.
1185	90: [1] wants_1 [2] agrees_1 [3] gives_1 [4] informs_1	1	agrees_1	agreement	speaker_2	Yes.
1186	90: [1] wants_1 [2] agrees_1 [3] gives_1 [4] informs_1	2	gives_1	gives a time constraint	speaker_1	Sorry, I've got a meeting from nine to ten.
1187	90: [1] wants_1 [2] agrees_1 [3] gives_1 [4] informs_1	3	informs_1	informs of unavailability	speaker_2	I'm afraid he's fully engaged.
1188	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	0	greeting_1	greeting	speaker_1	Hey!
1189	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	1	wants_1	wants to know what the other person is doing	speaker_1	What are you doing here?
1190	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	2	explains_1	explains what they are doing	speaker_2	I'm just shopping.
1191	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	3	wants_2	wants to know what the other person is shopping for	speaker_1	What are you shopping for?
1192	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	4	explains_2	explains what they are shopping for	speaker_2	Some new clothes.
1193	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	5	wants_3	wants to know what the other person is doing	speaker_2	How about you?
1194	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	6	explains_3	explains what they are doing	speaker_1	Same here.
1195	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	7	wants_4	wants to know if the other person has found anything	speaker_2	Have you found anything nice yet?
1196	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	8	explains_4	explains what they found	speaker_1	I found a few pairs of pants.
1197	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	9	wants_5	wants to know where the other person found the pants	speaker_2	Where'd you get those?
1198	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	10	explains_5	explains where they found the pants	speaker_1	I found them at JC Pennies.
1199	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	11	compliments_1	compliments the pants	speaker_2	Those are really cute.
1200	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	12	offers_1	offers to show the location	speaker_1	Do you want me to show you where I found them?
1201	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	13	agrees_1	agreement	speaker_2	I would like that.
1202	91: [1] greeting_1 [2] wants_1 [3] explains_1 [4] wants_2 [5] explains_2 [6] wants_3 [7] explains_3 [8] wants_4 [9] explains_4 [10] wants_5 [11] explains_5 [12] compliments_1 [13] offers_1 [14] agrees_1 [15] gratitude_1	14	gratitude_1	gratitude	speaker_2	Thank you.
1203	92: [1] wants_1 [2] confirms_1 [3] wants_2 [4] states_1 [5] confirms_2	0	wants_1	wants to confirm identity	speaker_1	Hello, is that Xiaogang Li who applied for the Solar Studio of our college?
1204	92: [1] wants_1 [2] confirms_1 [3] wants_2 [4] states_1 [5] confirms_2	1	confirms_1	confirms identity	speaker_2	Yes, speaking.
1205	92: [1] wants_1 [2] confirms_1 [3] wants_2 [4] states_1 [5] confirms_2	2	wants_2	wants to confirm attendance	speaker_1	I want to know whether you will come to the interview.
1206	92: [1] wants_1 [2] confirms_1 [3] wants_2 [4] states_1 [5] confirms_2	3	wants_2	wants to know about other job offers	speaker_1	So have you accepted offers from other companies?
1207	92: [1] wants_1 [2] confirms_1 [3] wants_2 [4] states_1 [5] confirms_2	4	states_1	states no job offers	speaker_2	No, I haven't got one by now.
1208	92: [1] wants_1 [2] confirms_1 [3] wants_2 [4] states_1 [5] confirms_2	5	confirms_2	confirms attendance	speaker_2	I will go to the interview of yours.
1209	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	0	wants_1	wants help with the office party	speaker_1	I need help with the office party.
1210	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	1	agrees_1	agreement	speaker_2	Yes, of course.
1211	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	2	suggests_1	suggests splitting the work	speaker_2	We could split it.
1212	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	3	wants_2	wants to know speaker 1's preference	speaker_2	What part would you like to do, the food or the entertainment?
1213	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	4	unsure_1	unsure about entertainment	speaker_1	I have no idea what the entertainment should be.
1214	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	5	wants_3	wants to ensure agreement	speaker_2	Let's make sure we are on the same page.
1215	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	6	wants_3	wants to know the type of gathering	speaker_2	Do we want a formal or informal gathering?
1216	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	7	decides_1	decides on a formal gathering	speaker_1	Let's make it a formal affair.
1217	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	8	agrees_2	agreement	speaker_2	Yes, that would be best.
1218	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	9	wants_4	wants to decide on food	speaker_2	Now, for food should we have Chinese or American food?
1219	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	10	decides_2	decides on American food	speaker_1	American food would be the best choice.
1220	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	11	agrees_3	agreement	speaker_2	That would be great.
1221	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	12	wants_5	wants to decide on music	speaker_2	What kind of music would you like, a band or recorded music?
1222	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	13	decides_3	decides on a DJ	speaker_1	We should bring in a really good DJ.
1223	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	14	agrees_4	agreement	speaker_2	That works for me.
1224	93: [1] wants_1 [2] agrees_1 [3] suggests_1 [4] wants_2 [5] unsure_1 [6] wants_3 [7] decides_1 [8] agrees_2 [9] wants_4 [10] decides_2 [11] agrees_3 [12] wants_5 [13] decides_3 [14] agrees_4 [15] plans_1	15	plans_1	plans to meet again and discuss further.	speaker_2	Let's see what we can each do about planning our part and meet again on Friday.
1225	94: [1] requests_1 [2] asks_1	0	requests_1	requests help	speaker_1	Help!
1226	94: [1] requests_1 [2] asks_1	1	asks_1	asks for clarification of the problem.	speaker_2	What's the matter?
1227	95: [1] wants_1 [2] gives_1 [3] offers_1 [4] declines_1	0	wants_1	wants to take an order	speaker_1	What would you like to eat, sir?
1228	95: [1] wants_1 [2] gives_1 [3] offers_1 [4] declines_1	1	gives_1	gives an order	speaker_2	Scrambled egg, bacon, three pieces of bread and a cup of tea.
1229	95: [1] wants_1 [2] gives_1 [3] offers_1 [4] declines_1	2	offers_1	offers additional item	speaker_1	Would you care for some lemon for your tea?
1230	95: [1] wants_1 [2] gives_1 [3] offers_1 [4] declines_1	3	declines_1	declines offer	speaker_2	No, thank you.
1231	96: [1] wants_1 [2] gives_1	0	wants_1	wants to know the location of the toilet	speaker_1	Where's the toilet?
1232	96: [1] wants_1 [2] gives_1	1	gives_1	gives the location of the toilet	speaker_2	Over there.
1233	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	0	statement_1	statement	speaker_1	Only one.
1234	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	1	wants_1	wants to ensure they'll get the item	speaker_1	But I wanted to make sure I'd get it.
1235	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	2	statement_2	statement	speaker_2	Yeah, I really wanted that Chanel bag, too.
1236	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	3	gives_1	gives advice	speaker_2	But just in case you should bid low.
1237	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	4	statement_3	statement	speaker_1	But there are only two more days until the bidding closes!
1238	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	5	shares_1	shares a personal experience	speaker_2	I bid on a Chanel watch at the last minute, and got it sixty percent off!
1239	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	6	realization_1	realization	speaker_1	Oh... I'm such a newbie.
1240	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	7	wants_2	wants to ensure they'll get the item	speaker_1	But at least I'm sure I'll get that tennis racket.
1241	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	8	negation_1	negation	speaker_2	Don't count on it, Babe.
1242	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	9	statement_4	statement	speaker_2	eBay is always full of surprises.
1243	97: [1] statement_1 [2] wants_1 [3] statement_2 [4] gives_1 [5] statement_3 [6] shares_1 [7] realization_1 [8] wants_2 [9] negation_1 [10] statement_4 [11] wants_3	10	wants_3	wants to know the starting bid for the tennis racket.	speaker_1	Well... guess how low the bidding starts on the tennis racket?
1244	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	0	wants_1	wants to know the location of pots and pans	speaker_1	Can you tell me where the pots and pans are?
1245	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	1	provides_1	provides information	speaker_2	Pots and pans are right over there.
1246	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	2	expresses_1	expresses gratitude	speaker_1	Oh, thank you.
1247	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	3	wants_2	wants to promote the store's credit card	speaker_2	Could I interest you in our store credit card?
1248	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	4	declines_1	declines the offer	speaker_1	No, thanks.
1249	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	5	explains_1	explains reason for declining the offer	speaker_1	I already have credit cards.
1250	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	6	tries_1	tries to convince speaker 1 to get the credit card	speaker_2	But our credit card saves you 10 percent.
1251	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	7	acknowledges_1	acknowledges the discount	speaker_1	That's a nice discount.
